product,year,month,campaign,seasonality,quantity,quarter,month_sin,month_cos,quarter_sin,quarter_cos,quantity_lag1,quantity_lag2,quantity_lag3,quantity_lag4,quantity_lag6,quantity_lag12,quantity_ma3,quantity_std3,quantity_min3,quantity_max3,quantity_ma6,quantity_std6,quantity_min6,quantity_max6,quantity_ma9,quantity_std9,quantity_min9,quantity_max9,quantity_ma12,quantity_std12,quantity_min12,quantity_max12,quantity_ewm3,quantity_ewm6,quantity_ewm12,quantity_volatility3,quantity_volatility6,quantity_stability_3,quantity_stability_6,trend,trend_norm,trend_squared,trend_cubed,quantity_pct_change,quantity_pct_change_smooth,quantity_diff,quantity_diff2,is_high_season,is_low_season,is_holiday_season,is_summer,is_winter,quantity_yoy,yoy_diff,yoy_growth,campaign_season_interaction,campaign_season,campaign_month,seasonality_month,campaign_high_season,seasonality_summer,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_1,quarter_2,quarter_3,quarter_4
BOMBOM MORANGUETE 13G 160UN,2023,10,1,1,33442.0,4.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,40266.97,38985.0,32201.93,28949.0,27653.0,41910.0,37564.65666666667,3627.4075127608394,33442.0,40266.97,33430.65,5365.805124504614,26739.0,40266.97,31779.431111111113,5837.97557670347,22620.0,40266.97,31928.155,5702.173539322933,22620.0,40266.97,35456.572038110186,34481.836428981405,33303.492969914434,0.09656437286114349,0.16050555775926023,3627.4075127608394,5365.805124504614,33,0.6,1089,35937,-0.1694930112695343,0.02467746144806308,-6824.970000000001,-8106.940000000002,1,0,0,0,0,41910.0,-8468.0,-0.20205201622524457,1,1,10,10,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
BOMBOM MORANGUETE 13G 160UN,2023,11,1,0,32143.0,4.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,33442.0,40266.97,38985.0,32201.93,26739.0,31337.99,35283.99,4363.9910071287295,32143.0,40266.97,34331.31666666667,4381.141022704776,28949.0,40266.97,32837.542222222226,4727.793917623688,26739.0,40266.97,31995.239166666666,5699.333884681712,22620.0,40266.97,33799.78601905509,33813.597449272434,33124.9555899276,0.1236819023905383,0.12761354495205132,4363.9910071287295,4381.141022704776,34,0.6181818181818182,1156,39304,-0.03884337061180554,-0.05848423622456526,-1299.0,5525.970000000001,0,0,0,0,0,31337.99,805.0099999999984,0.02568799083795733,0,0,11,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
BOMBOM MORANGUETE 13G 160UN,2023,12,1,0,30012.0,4.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,32143.0,33442.0,40266.97,38985.0,28949.0,39318.99,31865.666666666668,1731.736219328377,30012.0,33442.0,34508.48333333334,4134.508892338563,30012.0,40266.97,32265.76666666667,4723.256218116385,26739.0,40266.97,31219.656666666666,5225.671307650927,22620.0,40266.97,31905.893009527546,32727.426749480313,32646.039345323356,0.054344892182653544,0.1198113765940229,1731.736219328377,4134.508892338563,35,0.6363636363636364,1225,42875,-0.06629748312229722,-0.09154462166787902,-2131.0,-832.0,0,0,1,0,1,39318.99,-9306.989999999998,-0.23670470680961028,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
BOMBOM MORANGUETE 13G 160UN,2024,1,1,0,28746.0,1.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,30012.0,32143.0,33442.0,40266.97,32201.93,26466.0,30300.333333333332,1716.7569231937703,28746.0,32143.0,33932.495,4719.454829336751,28746.0,40266.97,32387.211111111115,4602.33088641899,26739.0,40266.97,31409.656666666666,5076.43909172264,22620.0,40266.97,30325.94650476377,31589.876249628796,32046.033292196687,0.05665802102926602,0.13908363736108265,1716.7569231937703,4719.454829336751,36,0.6545454545454545,1296,46656,-0.04218312674930025,-0.04910799349446767,-1266.0,865.0,0,1,1,0,1,26466.0,2280.0,0.0861482656993879,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BOMBOM MORANGUETE 13G 160UN,2024,2,1,0,31523.7,1.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,28746.0,30012.0,32143.0,33442.0,38985.0,22620.0,30093.899999999998,1390.659926078409,28746.0,31523.7,32688.945000000003,4058.6267725118505,28746.0,40266.97,32918.84444444444,4119.333280065218,28746.0,40266.97,32151.631666666668,4259.974297064666,26739.0,40266.97,30924.823252381888,31570.968749734853,31965.674324166426,0.04621069140518208,0.1241590015374265,1390.659926078409,4058.6267725118505,37,0.6727272727272727,1369,50653,0.09662909622208304,-0.003950504549838141,2777.7000000000007,4043.7000000000007,0,1,0,0,1,22620.0,8903.7,0.39362068965517244,0,0,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BOMBOM MORANGUETE 13G 160UN,2024,3,1,0,25845.0,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31523.7,28746.0,30012.0,32143.0,40266.97,35157.98,28704.899999999998,2839.5730893922087,25845.0,31523.7,30285.283333333336,2724.328915837178,25845.0,33442.0,32573.955555555553,4595.654585829191,25845.0,40266.97,31375.550000000003,4503.826966297166,25845.0,40266.97,28384.911626190944,29934.977678382038,31024.032120448515,0.09892293961630971,0.08995553668268508,2839.5730893922087,2724.328915837178,38,0.6909090909090909,1444,54872,-0.18014065607780816,-0.04189822886834179,-5678.700000000001,-8456.400000000001,0,1,0,0,0,35157.98,-9312.980000000003,-0.26488950730388955,0,0,3,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
BOMBOM MORANGUETE 13G 160UN,2024,4,1,0,30800.71,2.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,25845.0,31523.7,28746.0,30012.0,33442.0,27653.0,29389.803333333333,3091.100392907636,25845.0,31523.7,29845.068333333333,2291.196598552068,25845.0,32143.0,32418.264444444445,4633.413534663497,25845.0,40266.97,31637.859166666665,4356.566831200631,25845.0,40266.97,29592.81081309547,30182.329770272885,30989.674871148745,0.10517594683601612,0.0767696884779144,3091.100392907636,2291.196598552068,39,0.7090909090909091,1521,59319,0.1917473399110079,0.036078593351760925,4955.709999999999,10634.41,0,0,0,0,0,27653.0,3147.709999999999,0.11382887932593205,0,0,4,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
BOMBOM MORANGUETE 13G 160UN,2024,5,1,0,23309.0,2.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,30800.71,25845.0,31523.7,28746.0,32143.0,26739.0,26651.570000000003,3810.425967618372,23309.0,30800.71,28372.734999999997,3183.740438941257,23309.0,31523.7,30676.486666666668,4799.749241931823,23309.0,40266.97,31352.025833333333,4797.414887699156,23309.0,40266.97,26450.905406547736,28218.521264480634,29808.032583279706,0.14297191376036653,0.11221126334635195,3810.425967618372,3183.740438941257,40,0.7272727272727273,1600,64000,-0.243231730697117,-0.07720834895463909,-7491.709999999999,-12447.419999999998,0,0,0,0,0,26739.0,-3430.0,-0.12827704850592767,0,0,5,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
BOMBOM MORANGUETE 13G 160UN,2024,6,1,0,33782.76,2.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,23309.0,30800.71,25845.0,31523.7,30012.0,28949.0,29297.49,5396.263977114204,23309.0,33782.76,29001.194999999996,3870.2047709016497,23309.0,33782.76,29956.018888888888,3487.489092608209,23309.0,33782.76,31754.83916666667,4780.204618167915,23309.0,40266.97,30116.832703273867,29808.30376034331,30419.529108928982,0.18418861059818448,0.133449837873979,5396.263977114204,3870.2047709016497,41,0.7454545454545455,1681,68921,0.4493440302029259,0.1326198798056056,10473.760000000002,17965.47,0,0,0,1,0,28949.0,4833.760000000002,0.16697502504404305,0,0,6,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
BOMBOM MORANGUETE 13G 160UN,2024,7,1,1,32460.0,3.0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,33782.76,23309.0,30800.71,25845.0,28746.0,32201.93,29850.586666666666,5703.655897100888,23309.0,33782.76,29620.194999999996,4110.758236227218,23309.0,33782.76,29846.907777777775,3378.4491885175016,23309.0,33782.76,31776.345,4782.978623907347,23309.0,40266.97,31288.416351636934,30565.931257388078,30733.447707555293,0.19107349415916186,0.13878228135321927,5703.655897100888,4110.758236227218,42,0.7636363636363637,1764,74088,-0.03915488254956079,0.05565247231874937,-1322.760000000002,-11796.520000000004,1,0,0,1,0,32201.93,258.0699999999997,0.008014115924107645,1,1,7,7,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
BOMBOM MORANGUETE 13G 160UN,2024,8,1,1,31958.0,3.0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,32460.0,33782.76,23309.0,30800.71,31523.7,38985.0,32733.586666666666,942.6423035986181,31958.0,33782.76,29692.578333333335,4154.569321479252,23309.0,33782.76,29826.35222222222,3363.261427824867,23309.0,33782.76,31190.76166666667,4216.839911495202,23309.0,40266.97,31623.208175818465,30963.66518384863,30921.8403679314,0.02879740351088784,0.1399194530983276,942.6423035986181,4154.569321479252,43,0.7818181818181819,1849,79507,-0.0154651879235983,0.1315746532432556,-502.0,820.760000000002,1,0,0,1,0,38985.0,-7027.0,-0.1802488136462742,1,1,8,8,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
BOMBOM MORANGUETE 13G 160UN,2024,9,1,1,33190.0,3.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,31958.0,32460.0,33782.76,23309.0,25845.0,40266.97,32536.0,619.5062550131152,31958.0,33190.0,30916.745,3866.2339906309257,23309.0,33782.76,30179.463333333333,3547.0003809486852,23309.0,33782.76,30601.014166666664,3205.74623377931,23309.0,33782.76,32406.604087909232,31599.760845606164,31270.78800363426,0.019040639753292204,0.12505307368647398,619.5062550131152,3866.2339906309257,44,0.8,1936,85184,0.03855059765942803,-0.005356490937910352,1232.0,1734.0,1,0,0,0,0,40266.97,-7076.970000000001,-0.17575124227127098,1,1,9,9,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
BOMBOM MORANGUETE 13G 160UN,2024,10,1,1,30585.0,4.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,33190.0,31958.0,32460.0,33782.76,30800.71,33442.0,31911.0,1303.13583328845,30585.0,33190.0,30880.793333333335,3868.531034936465,23309.0,33782.76,30383.796666666665,3506.842730284624,23309.0,33782.76,30362.930833333332,3079.163846570461,23309.0,33782.76,31495.802043954616,31309.829175432973,31165.282156921297,0.04083657150476168,0.12527304571416878,1303.13583328845,3868.531034936465,45,0.8181818181818182,2025,91125,-0.07848749623380535,-0.018467362165991874,-2605.0,-3837.0,1,0,0,0,0,33442.0,-2857.0,-0.08543149333173854,1,1,10,10,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
BOMBOM MORANGUETE 13G 160UN,2024,11,1,0,28523.89,4.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,30585.0,33190.0,31958.0,32460.0,23309.0,32143.0,30766.296666666665,2338.332096609405,28523.89,33190.0,31749.94166666667,1924.4785230957025,28523.89,33782.76,30050.484444444442,3527.4560121570466,23309.0,33782.76,30061.338333333333,3066.1743775675245,23309.0,33782.76,30009.846021977308,30513.846553880696,30758.91413277956,0.07600304066309158,0.060613608154000354,2338.332096609405,1924.4785230957025,46,0.8363636363636363,2116,97336,-0.06738957005067847,-0.03577548954168527,-2061.1100000000006,543.8899999999994,0,0,0,0,0,32143.0,-3619.1100000000006,-0.11259403291540929,0,0,11,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
BOMBOM MORANGUETE 13G 160UN,2024,12,1,0,30596.0,4.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,28523.89,30585.0,33190.0,31958.0,33782.76,30012.0,29901.63,1193.1705161880332,28523.89,30596.0,31218.815000000002,1674.7982389977406,28523.89,33190.0,30578.373333333333,3155.294262018222,23309.0,33782.76,30110.005,3069.952412179305,23309.0,33782.76,30302.923010988656,30537.31896705764,30733.85042004424,0.039903193109808166,0.05364707914114422,1193.1705161880332,1674.7982389977406,47,0.8545454545454545,2209,103823,0.0726447199172342,-0.02441078212241654,2072.1100000000006,4133.220000000001,0,0,1,0,1,30012.0,584.0,0.0194588831134213,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
BOMBOM MORANGUETE 13G 160UN,2025,1,1,0,22635.0,1.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,30596.0,28523.89,30585.0,33190.0,32460.0,28746.0,27251.63,4130.177281994134,22635.0,30596.0,29581.315000000002,3743.732040537876,22635.0,33190.0,29671.072222222225,4112.2688932442825,22635.0,33782.76,29600.755,3748.6221626752513,22635.0,33782.76,26468.961505494328,28279.513547898314,29487.873432345124,0.15155707317302247,0.12655732311216983,4130.177281994134,3743.732040537876,48,0.8727272727272727,2304,110592,-0.26019741142633024,-0.08498075385325816,-7961.0,-10033.11,0,1,1,0,1,28746.0,-6111.0,-0.21258609893550406,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BOMBOM MORANGUETE 13G 160UN,2025,2,1,0,22938.0,1.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,22635.0,30596.0,28523.89,30585.0,31958.0,31523.7,25389.666666666668,4511.36147225356,22635.0,30596.0,28077.98166666667,4358.958221641555,22635.0,33190.0,29629.850000000002,4185.227723003864,22635.0,33782.76,28885.28,4146.472567825253,22635.0,33782.76,24703.480752747164,26753.366819927367,28480.200596599723,0.1776849429132676,0.15524471357627453,4511.36147225356,4358.958221641555,49,0.8909090909090909,2401,117649,0.013386348575215479,-0.058055447644626855,303.0,8264.0,0,1,0,0,1,31523.7,-8585.7,-0.27235698855147084,0,0,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BOMBOM MORANGUETE 13G 160UN,2025,3,1,0,26830.17,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,22938.0,22635.0,30596.0,28523.89,33190.0,25845.0,24134.39,2339.5244402015755,22635.0,26830.17,27018.01,3568.9115091411004,22635.0,30596.0,28857.34,3958.3716677536877,22635.0,33190.0,28967.3775,4090.1753346794962,22635.0,33782.76,25766.82537637358,26775.310585662402,28226.34973558438,0.09693737609285238,0.13209379629147744,2339.5244402015755,3568.9115091411004,50,0.9090909090909091,2500,125000,0.16968218676432123,-0.02570962536226451,3892.1699999999983,3589.1699999999983,0,1,0,0,0,25845.0,985.1699999999983,0.038118398142774165,0,0,3,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
BOMBOM MORANGUETE 13G 160UN,2025,4,1,0,19355.85,2.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,26830.17,22938.0,22635.0,30596.0,30585.0,30800.71,23041.339999999997,3738.23143107814,19355.85,26830.17,25146.485,4210.826285947896,19355.85,30596.0,27401.32333333333,4790.210621969049,19355.85,33190.0,28013.63916666667,4881.596498154084,19355.85,33782.76,22561.337688186788,24655.464704044574,26861.657468571397,0.16224019224047476,0.1674518838695705,3738.23143107814,4210.826285947896,51,0.9272727272727272,2601,132651,-0.2785789281245702,-0.03183679759501116,-7474.32,-11366.489999999998,0,0,0,0,0,30800.71,-11444.86,-0.3715777980442659,0,0,4,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
BOMBOM MORANGUETE 13G 160UN,2025,5,0,0,22218.0,2.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,19355.85,26830.17,22938.0,22635.0,28523.89,23309.0,22801.339999999997,3771.1508896224927,19355.85,26830.17,24095.50333333333,3979.876257657567,19355.85,30596.0,26319.101111111107,4731.960963906634,19355.85,33190.0,27922.722500000003,4986.221393701079,19355.85,33782.76,22389.668844093394,23959.046217174695,26147.24862725272,0.16539163442247223,0.16517091187515764,3771.1508896224927,3979.876257657567,52,0.9454545454545454,2704,140608,0.1478700237912569,0.012991094143669316,2862.1500000000015,10336.470000000001,0,0,0,0,0,23309.0,-1091.0,-0.0468059547814149,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
BOMBOM MORANGUETE 13G 160UN,2025,6,0,0,30912.69,2.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,22218.0,19355.85,26830.17,22938.0,30596.0,33782.76,24162.179999999997,6018.7220072620485,19355.85,30912.69,24148.285,4084.0650543337006,19355.85,30912.69,26066.066666666666,4365.306489520534,19355.85,30912.69,27683.550000000003,4742.456843045123,19355.85,33190.0,26651.179422046698,25945.80158369621,26880.393453829223,0.24909681192930644,0.1691244348960475,6018.7220072620485,4084.0650543337006,53,0.9636363636363636,2809,148877,0.39133540372670805,0.08687549979779825,8694.689999999999,5832.539999999997,0,0,0,1,0,33782.76,-2870.0700000000033,-0.08495664652621643,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
BOMBOM MORANGUETE 13G 160UN,2025,7,1,1,24187.0,3.0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,30912.69,22218.0,19355.85,26830.17,22635.0,32460.0,25772.563333333335,4559.04780212204,22218.0,30912.69,24406.951666666664,4017.6598545293014,19355.85,30912.69,25355.177777777775,4046.74362814035,19355.85,30912.69,26994.133333333335,4583.643937526593,19355.85,33190.0,25419.08971102335,25443.286845497292,26466.025230163188,0.17689539620707911,0.1646112922826141,4559.04780212204,4017.6598545293014,54,0.9818181818181818,2916,157464,-0.21757051877400513,0.10721163624798662,-6725.689999999999,-15420.379999999997,1,0,0,1,0,32460.0,-8273.0,-0.2548675292667899,1,1,7,7,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
BOMBOM MORANGUETE 13G 160UN,2025,8,1,1,32060.0,3.0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,24187.0,30912.69,22218.0,19355.85,22938.0,31958.0,29053.23,4253.1430576340135,24187.0,32060.0,25927.285,4964.892801665488,19355.85,32060.0,25748.07888888889,4535.052842463492,19355.85,32060.0,27002.633333333335,4593.769248630219,19355.85,33190.0,28739.544855511675,27333.776318212353,27326.636733215004,0.1463914014942233,0.19149296972920568,4253.1430576340135,4964.892801665488,55,1.0,3025,166375,0.3255054368048953,0.16642344058586608,7873.0,14598.689999999999,1,0,0,1,0,31958.0,102.0,0.003191689091933162,1,1,8,8,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
TETA BEL TRADICIONAL 50UN,2021,1,0,0,6404.0,1.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,6404.0,6404.0,6404.0,6404.0,6404.0,6404.0,6404.0,1808.7791462751886,6404.0,6404.0,6404.0,1808.7791462751886,6404.0,6404.0,6404.0,1808.7791462751886,6404.0,6404.0,6404.0,1808.7791462751886,6404.0,6404.0,6404.0,6404.0,6404.0,0.23542615466291664,0.23542615466291664,1808.7791462751886,1808.7791462751886,0,0.0,0,0,0.39943785134291065,0.39943785134291065,2558.0,-2280.0,0,1,1,0,1,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TETA BEL TRADICIONAL 50UN,2021,2,0,0,8962.0,1.0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,6404.0,6404.0,6404.0,6404.0,6404.0,6404.0,7683.0,1808.7791462751886,6404.0,8962.0,7683.0,1808.7791462751886,6404.0,8962.0,7683.0,1808.7791462751886,6404.0,8962.0,7683.0,1808.7791462751886,6404.0,8962.0,7683.0,7134.857142857143,6797.538461538461,0.23542615466291664,0.23542615466291664,1808.7791462751886,1808.7791462751886,1,0.01818181818181818,1,1,0.39943785134291065,0.39943785134291065,2558.0,-2280.0,0,1,0,0,1,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TETA BEL TRADICIONAL 50UN,2021,3,0,0,9240.0,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,8962.0,6404.0,6404.0,6404.0,6404.0,6404.0,8202.0,1563.305472388554,6404.0,9240.0,8202.0,1563.305472388554,6404.0,9240.0,8202.0,1563.305472388554,6404.0,9240.0,8202.0,1563.305472388554,6404.0,9240.0,8461.5,7736.326530612245,7173.301775147929,0.19060052089594662,0.19060052089594662,1563.305472388554,1563.305472388554,2,0.03636363636363636,4,8,0.03101986163802728,0.21522885649046897,278.0,-2280.0,0,1,0,0,0,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
TETA BEL TRADICIONAL 50UN,2021,4,0,0,9224.0,2.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,9240.0,8962.0,6404.0,6404.0,6404.0,6404.0,9142.0,156.08971779076288,8962.0,9240.0,8457.5,1374.9195127958096,6404.0,9240.0,8457.5,1374.9195127958096,6404.0,9240.0,8457.5,1374.9195127958096,6404.0,9240.0,8842.75,8161.376093294461,7488.793809740555,0.0170739135627612,0.16256807718543417,156.08971779076288,1374.9195127958096,3,0.05454545454545454,9,27,-0.0017316017316016952,0.14290870374977874,-16.0,-294.0,0,0,0,0,0,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
TETA BEL TRADICIONAL 50UN,2021,5,0,0,10360.0,2.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,9224.0,9240.0,8962.0,6404.0,6404.0,6404.0,9608.0,651.3002379855238,9224.0,10360.0,8838.0,1463.4561831500116,6404.0,10360.0,8838.0,1463.4561831500116,6404.0,10360.0,8838.0,1463.4561831500116,6404.0,10360.0,9601.375,8789.554352353185,7930.517839011239,0.06778728538567068,0.16558680506336407,651.3002379855238,1463.4561831500116,4,0.07272727272727272,16,64,0.12315698178664358,0.05081508056435639,1136.0,1152.0,0,0,0,0,0,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
TETA BEL TRADICIONAL 50UN,2021,6,0,0,17643.0,2.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,10360.0,9224.0,9240.0,8962.0,6404.0,6404.0,12409.0,4568.226242208239,9224.0,17643.0,10305.5,3825.5327341430498,6404.0,17643.0,10305.5,3825.5327341430498,6404.0,17643.0,10305.5,3825.5327341430498,6404.0,17643.0,13622.1875,11319.110251680846,9424.74586377874,0.36813814507278897,0.3712127246754694,4568.226242208239,3825.5327341430498,5,0.09090909090909091,25,125,0.7029922779922779,0.27480588601577327,7283.0,6147.0,0,0,0,1,0,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
TETA BEL TRADICIONAL 50UN,2021,7,0,1,21658.0,3.0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,17643.0,10360.0,9224.0,9240.0,6404.0,6404.0,16553.666666666668,5727.231995766657,10360.0,21658.0,12847.833333333334,5441.512746164128,8962.0,21658.0,11927.285714285714,5532.350878071205,6404.0,21658.0,11927.285714285714,5532.350878071205,6404.0,21658.0,17640.09375,14273.078751200605,11306.784961658934,0.3459796618533652,0.4235354401777831,5727.231995766657,5441.512746164128,6,0.10909090909090909,36,216,0.22756900753840048,0.35123942243910733,4015.0,-3268.0,1,0,0,1,0,6404.0,7779.0,1.2147095565271706,0,0,0,7,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
TETA BEL TRADICIONAL 50UN,2021,8,0,1,36218.0,3.0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,21658.0,17643.0,10360.0,9224.0,8962.0,6404.0,25173.0,9773.64184938245,17643.0,36218.0,17390.5,10538.504367318923,9224.0,36218.0,14963.625,9999.46704204779,6404.0,36218.0,14963.625,9999.46704204779,6404.0,36218.0,26929.046875,20543.056250857575,15139.279582942174,0.38825892223344255,0.6059920282521447,9773.64184938245,10538.504367318923,7,0.12727272727272726,49,343,0.6722689075630253,0.5342767310312345,14560.0,10545.0,1,0,0,1,0,6404.0,7779.0,1.2147095565271706,0,0,0,8,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
TETA BEL TRADICIONAL 50UN,2021,9,0,1,41646.0,3.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,36218.0,21658.0,17643.0,10360.0,9240.0,6404.0,33174.0,10335.835138004088,21658.0,41646.0,22791.5,13432.603586051366,9224.0,41646.0,17928.333333333332,12907.21244111214,6404.0,41646.0,17928.333333333332,12907.21244111214,6404.0,41646.0,34287.5234375,26572.468750612552,19217.23657018184,0.3115643316453876,0.5893690009894639,10335.835138004088,13432.603586051366,8,0.14545454545454545,64,512,0.14987023027224033,0.34990271512455534,5428.0,-9132.0,1,0,0,0,0,6404.0,7779.0,1.2147095565271706,0,0,0,9,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
TETA BEL TRADICIONAL 50UN,2021,10,0,1,22255.0,4.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,41646.0,36218.0,21658.0,17643.0,9224.0,6404.0,33373.0,10003.661279751528,22255.0,41646.0,24963.333333333332,11748.053552255653,10360.0,41646.0,19689.555555555555,12200.213708283056,8962.0,41646.0,18361.0,12245.71173921712,6404.0,41646.0,28271.26171875,25338.906250437536,19684.584790153865,0.29975313216526916,0.4706123735714643,10003.661279751528,11748.053552255653,9,0.16363636363636364,81,729,-0.46561494501272627,0.11884139760751311,-19391.0,-24819.0,1,0,0,0,0,6404.0,7779.0,1.2147095565271706,0,0,0,10,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TETA BEL TRADICIONAL 50UN,2021,11,0,0,26779.0,4.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,22255.0,41646.0,36218.0,21658.0,10360.0,6404.0,30226.666666666668,10144.827466908115,22255.0,41646.0,27699.833333333332,9329.442843314207,17643.0,41646.0,21669.222222222223,11676.203201145672,9224.0,41646.0,19126.272727272728,11891.33197830175,6404.0,41646.0,27525.130859375,25750.361607455387,20776.03328397635,0.33562508161363414,0.3368050172376804,10144.827466908115,9329.442843314207,10,0.18181818181818182,100,1000,0.20328016176140196,-0.03748818432636133,4524.0,23915.0,0,0,0,0,0,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
TETA BEL TRADICIONAL 50UN,2021,12,0,0,10520.0,4.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,26779.0,22255.0,41646.0,36218.0,17643.0,6404.0,19851.333333333332,8391.780522233248,10520.0,26779.0,26512.666666666668,11142.200028121317,10520.0,41646.0,21811.444444444445,11512.532932755405,9224.0,41646.0,18409.083333333332,11606.946841974604,6404.0,41646.0,19022.5654296875,21398.829719610992,19198.182009518452,0.42273132899049176,0.4202594996651154,8391.780522233248,11142.200028121317,11,0.2,121,1331,-0.6071548601516114,-0.2898298811343119,-16259.0,-20783.0,0,0,1,0,1,6404.0,7779.0,1.2147095565271706,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
